_id	projectname	assignee	summary	description	type_id	type_name	labels	priority_id	priority_name	status_id	status_name
12458721	LUCENE	mikemccand	Separately specify a field's type	"This came up from dicussions on IRC.  I'm summarizing here...

Today when you make a Field to add to a document you can set things
index or not, stored or not, analyzed or not, details like omitTfAP,
omitNorms, index term vectors (separately controlling
offsets/positions), etc.

I think we should factor these out into a new class (FieldType?).
Then you could re-use this FieldType instance across multiple fields.

The Field instance would still hold the actual value.

We could then do per-field analyzers by adding a setAnalyzer on the
FieldType, instead of the separate PerFieldAnalzyerWrapper (likewise
for per-field codecs (with flex), where we now have
PerFieldCodecWrapper).

This would NOT be a schema!  It's just refactoring what we already
specify today.  EG it's not serialized into the index.

This has been discussed before, and I know Michael Busch opened a more
ambitious (I think?) issue.  I think this is a good first baby step.  We could
consider a hierarchy of FIeldType (NumericFieldType, etc.) but maybe hold
off on that for starters...
"	4	Improvement	gsoc2011, lucene-gsoc-11, mentor	3	Major	6	Closed
12458730	PDFBOX	lehmi	PDFToImage does not work with certain fonts (for eg. PDF documents created by MS Office and OpenOffice)	"I created a PDF document using Open Office which contains following fonts:
1. Times New Roman
2. TlwgTypeWriter
3. Courier New
4. Comic MS 

None of these fonts get converted to Image file. 
I have posted a question on mailing list, and was advised to create this issue. I have uploaded the input PDF and output jpg file to this issue"	1	Bug	PDFToImage, font, microsoft, office, open	3	Major	6	Closed
12458733	OODT	chrismattmann	grid-product/pom.xml references tika ver. 0.2-SNAPSHOT, which no longer exists	"When you try to build grid-product using maven, one of the dependencies that it wants to download from the Apache repository is tika version 0.2-SNAPSHOT, which no longer exists.  Anyone who already has the dependency won't notice, but I think this will affect anyone who is a new developer (like me), who is trying to download the dependencies anew.

Unless there is a compelling reason to continue using 0.2-SNAPSHOT, I suggest we change the version of tika to plain 0.2.  Making this change allowed me to build grid-product successfully.
"	1	Bug	dependency, maven, pom, tika, version	5	Trivial	5	Resolved
12459386	DERBY	nirmal	Add tools for improved analysis and understanding of query plans and execution statistics	"I think it would be great to see some work in the area of tools for helping
with the analysis of complex query execution. Quite frequently, users of
Derby have trouble comprehending (a) how their query is being translated
into a query plan by the optimizer, and (b) what the execution-time resource
usage of the various parts of the query is.

There are low-level features in Derby which capture this information and
record it, such as logQueryPlan, and the XPLAIN tables, but there is a lot
of opportunity for designing higher-level tools which can process the query
plan and execution statistics information and present it in a more
comprehensible fashion. "	4	Improvement	gsoc, gsoc2010, mentor	3	Major	6	Closed
12459389	CONNECTORS	kwright@metacarta.com	Command documentation could benefit from usage information	"It's about the page : 
[Build & Deploy|http://cwiki.apache.org/confluence/display/CONNECTORS/How+to+Build+and+Deploy+Lucene+Connectors+Framework]
In the paragraph about Commands, each commands should be associate with an example of use, something like that :
||Core Command Class||Function||
|org.apache.lcf.core.DBCreate|Create LCF database instance
eg : java org.apache.lcf.core.DBCreate UserName Password|
|org.apache.lcf.core.DBDrop|Drop LCF database instance
eg : java org.apache.lcf.core.DBDrop|"	4	Improvement	commands, documentation	4	Minor	5	Resolved
12459392	TAP5	ccordenier	XSS vulnerability in calendar component	"The calendar component provided in tapestry 5.1.0.5 could be used to allow code injection by malicious web users into any page that uses datefield .

To reproduce the vulnerability, put js code like  <script>alert(""T5 is great""); </script> in any datefield  and click on the related calendar bitma

After quick search in the DateField.js, it seems like the field value is not escaping

escaping with a change like var value = escape($F(this.field));  the field value seems solve this vulnerability.    


"	1	Bug	XSS	3	Major	6	Closed
12459410	ZOOKEEPER	cthunes	large numbers of watches can cause session re-establishment to fail	"If a client sets a large number of watches the ""set watches"" operation during session re-establishment can fail.

for example:
 WARN  [NIOServerCxn.Factory:22801:NIOServerCnxn@417] - Exception causing close of session 0xe727001201a4ee7c due to java.io.IOException: Len error 4348380

in this case the client was a web monitoring app and had set both data and child watches on > 32k znodes.

there are two issues I see here we need to fix:

1) handle this case properly (split up the set watches into multiple calls I guess...)
2) the session should have expired after the ""timeout"". however we seem to consider any message from the client as re-setting the expiration on the server side. Probably we should only consider messages from the client that are sent during an established session, otherwise we can see this situation where the session is not established however the session is not expired either. Perhaps we should create another JIRA for this particular issue.


"	1	Bug	pull-request-available	2	Critical	6	Closed
12458844	MAPREDUCE	tomwhite	Generate Eclipse's .classpath file from Ivy config	MapReduce companion issue for HADOOP-6407.	4	Improvement	ant, eclipse, ivy	3	Major	6	Closed
12458847	SHIRO	lhazlewood	MemorySessionDao should be propably abstract	"Please consider different default configuration for caching of session. 

Today i have spent a plenty of time trying to find the reason why i'm loosing my sessions.
(i'm using native mode) 

Finally i have found that session were garbage-collected from that soft cache. which is default configuration for native mode.
So i have configured my security manager to use org.apache.shiro.cache.HashtableCacheManager which actually replaces the caching 
by simple memory persistence. 

I think this can be better default. 

Anyway,please consider moving out from such thing as default  wiring (made by/in constructors).

Personally speaking i think it is that is better to leave the decision on developer , what caching or other dependencies 
will he  use.  I also know that requires higher understanding of your product, but at least forces lean persons ( like me) to do that. 

The configuration can be made by spring, so all dependencies can be injected easily.

There can/should be made some reasonable scenarios for configuration depending on deployment like:
 -single node  
 - clustered node .
 - service
 -etc.

Sincerely,
 Peter.



"	4	Improvement	Cache, garbage, manager, session	3	Major	6	Closed
12459979	PIVOT	tvolkert	Remove the TablePane.Row.setVisible() method	TablePane.Row.setVisible() is a little misleading, in that it's just a convenience method for setting the visiblility of the components in the row (the row itself doesn't maintain an independent visibility property).  Also, the row will remain visible if a visible component exists in another row but spans into the row.  Thus, we should just remove it.	4	Improvement	api-change	5	Trivial	5	Resolved
12459989	PIVOT	gbrown	Split JSON path methods into dedicated JSON class; move to org.apache.pivot.json	Refactor static JSON path methods into JSON class that JSONSerializer temporarily now extends (this will change in a later release. JSON parse methods will stay in JSONSerializer since they rely on JSON serialization.	4	Improvement	api-change	4	Minor	5	Resolved
12460022	ZOOKEEPER	dferro	ephemeral parent znodes	"ephemeral znodes have the nice property of automatically cleaning up after themselves when the creator goes away, but since they can't have children it is hard to build subtrees that will cleanup after the clients that are using them are gone.

rather than changing the semantics of ephemeral nodes, i propose ephemeral parents: znodes that disappear when they have no more children. this cleanup would happen automatically when the last child is removed. an ephemeral parent is not tied to any particular session, so even if the creator goes away, the ephemeral parent will remain as long as there are children.

the when an ephemeral parent is created it will have an initial child, so that it doesn't get immediately removed. i think this child should be an ephemeral znode with a predefined name, ""firstChild""."	2	New Feature	container_znode_type	3	Major	5	Resolved
12460025	PIVOT	gbrown	"Move ""strictValidation"" style from TerraTextInputSkin to intrinsic property"		4	Improvement	api-change	4	Minor	5	Resolved
12460064	ODE	vanto	"column ""detailsext"" is of type bytea but expression is of type oid"	"13:48:03,400 ODEServerImpl-1 ERROR [SimpleScheduler] Database error.
org.apache.ode.scheduler.simple.DatabaseException: org.postgresql.util.PSQLException: ERROR: column ""detailsext"" is of type bytea but expression is of type oid
	at org.apache.ode.scheduler.simple.JdbcDelegate.insertJob(JdbcDelegate.java:218)
	at org.apache.ode.scheduler.simple.SimpleScheduler.schedulePersistedJob(SimpleScheduler.java:230)
	at org.apache.ode.scheduler.simple.SimpleScheduler.schedulePersistedJob(SimpleScheduler.java:187)
	at org.apache.ode.bpel.engine.ODEProcess.scheduleJob(ODEProcess.java:811)
	at org.apache.ode.bpel.engine.ODEWSProcess.scheduleInvokeCheck(ODEWSProcess.java:706)
	at org.apache.ode.bpel.engine.ODEWSProcess.invokePartner(ODEWSProcess.java:641)
	at org.apache.ode.bpel.engine.BpelRuntimeContextImpl.invoke(BpelRuntimeContextImpl.java:739)
	at org.apache.ode.bpel.rtrep.v2.RuntimeInstanceImpl.invoke(RuntimeInstanceImpl.java:654)
	at org.apache.ode.bpel.rtrep.v2.INVOKE.wsdlInvoke(INVOKE.java:108)
	at org.apache.ode.bpel.rtrep.v2.INVOKE.run(INVOKE.java:71)
	at sun.reflect.GeneratedMethodAccessor136.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.apache.ode.jacob.vpu.JacobVPU$JacobThreadImpl.run(JacobVPU.java:450)
	at org.apache.ode.jacob.vpu.JacobVPU.execute(JacobVPU.java:139)
	at org.apache.ode.bpel.rtrep.v2.RuntimeInstanceImpl.execute(RuntimeInstanceImpl.java:716)
	at org.apache.ode.bpel.engine.BpelRuntimeContextImpl.execute(BpelRuntimeContextImpl.java:844)
	at org.apache.ode.bpel.engine.BpelRuntimeContextImpl.executeCreateInstance(BpelRuntimeContextImpl.java:832)
	at org.apache.ode.bpel.engine.ODEProcess.executeCreateInstance(ODEProcess.java:235)
	at org.apache.ode.bpel.engine.ODEWSProcess$1.call(ODEWSProcess.java:410)
	at org.apache.ode.bpel.engine.ODEWSProcess$1.call(ODEWSProcess.java:408)
	at org.apache.ode.bpel.engine.ODEProcess$ProcessCallable.call(ODEProcess.java:800)
	at org.apache.ode.bpel.engine.BpelInstanceWorker.doInstanceWork(BpelInstanceWorker.java:171)
	at org.apache.ode.bpel.engine.BpelInstanceWorker.execInCurrentThread(BpelInstanceWorker.java:106)
	at org.apache.ode.bpel.engine.ODEProcess.doInstanceWork(ODEProcess.java:355)
	at org.apache.ode.bpel.engine.ODEWSProcess.invokeProcess(ODEWSProcess.java:408)
	at org.apache.ode.bpel.engine.MyRoleMessageExchangeImpl.doInvoke(MyRoleMessageExchangeImpl.java:129)
	at org.apache.ode.bpel.engine.UnreliableMyRoleMessageExchangeImpl$1.call(UnreliableMyRoleMessageExchangeImpl.java:46)
	at org.apache.ode.bpel.engine.UnreliableMyRoleMessageExchangeImpl$1.call(UnreliableMyRoleMessageExchangeImpl.java:44)
	at org.apache.ode.bpel.engine.ODEProcess$ProcessCallable.call(ODEProcess.java:800)
	at org.apache.ode.bpel.engine.Contexts.execTransaction(Contexts.java:110)
	at org.apache.ode.bpel.engine.BpelServerImpl$TransactedCallable.call(BpelServerImpl.java:1031)
	at org.apache.ode.bpel.engine.BpelServerImpl$ServerCallable.call(BpelServerImpl.java:1011)
	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)
	at java.util.concurrent.FutureTask.run(FutureTask.java:138)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:619)
Caused by: org.postgresql.util.PSQLException: ERROR: column ""detailsext"" is of type bytea but expression is of type oid
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:1608)
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:1343)
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:194)
	at org.postgresql.jdbc2.AbstractJdbc2Statement.execute(AbstractJdbc2Statement.java:451)
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeWithFlags(AbstractJdbc2Statement.java:350)
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeUpdate(AbstractJdbc2Statement.java:304)
	at org.apache.tomcat.dbcp.dbcp.DelegatingPreparedStatement.executeUpdate(DelegatingPreparedStatement.java:102)
	at org.apache.ode.scheduler.simple.JdbcDelegate.insertJob(JdbcDelegate.java:216)
	... 37 more"	1	Bug	patch	3	Major	5	Resolved
12460082	TUSCANY	kgoodson	Improve testing and doc for tuscany trace using aspectj	The AspectJ tracing feature was brought into 2.x in r900323. This jira opened to cover enhancing the documentation and testing of this feature, and potential development of the invocation methods.	4	Improvement	AOP, aspectj, documentation, testing, trace	3	Major	6	Closed
12458887	CXF	sergey_beryozkin	Provide Method Invocation Interceptor	"It would be helpful if there was some kind of MethodInvocationInterceptor (or alternatively with In/Out variants) that could be applied against Invokers before they do the actual method call for jax-rs and jax-ws. I'm thinking the place that the interceptor would be called is in AbstractInvoker.performInvocation() around m.invoke().

What this provides for is the ability to perform some action or filtering based on information from the java.lang.Method, parameter and return  values before or after the invocation is actually made.

Two cases that I am looking at are to be able to check for annotations on a method and do some processing for security, transaction management, and/or validation. Currently, the only way to be able to perform logic on custom annotations is to create proxies around singleton beans or something like aspectj. By allowing for these kind of interceptors, this would no longer be necessary.

These interceptors make it simple to do things such as check for spring-security @Pre/PostAuthorize annotations and apply security constraints. Likewise, I'm also wanting to implement JSR-303 validation checking against method parameters like is done for spring @Controller classes. This would keep cxf's jaxrs implementation on par with spring's rest framework. Adding @Transactional logic would also be possible through this.

In jax-rs, not having this creates difficulty providing this logic since using singletons imposes the requirement that the resources be stateless. The java changes would be simple, though it would also need some work done in spring configuration code as well."	2	New Feature	abstractinvoker, cxf, invoker	3	Major	6	Closed
12459485	QPID	cctrieloff	[Patch] Messages set with a TTL expire immediately when sent on qpid queues with LVQ ordering	"Problem Description:

MRG LVQ becomes unstable when msg TTLs are used and a message expires. Sometimes when messages expire, it seems to upset the LVQ mechanism. Eg.  Once a message with key 'X' has expired, any subsequent messages sent  to the LVQ with key 'X' are expired immediately, and never made  available to client applications. Once an LVQ begins exhibiting this  behaviour, This behaviour continues until the broker is restarted. At this point, another side effect is that the msgDepth and byteDepth properties on an LVQ do not always agree, i.e, when msgDepth is zero, byteDepth is not zero.

How Reproducible:

Always:

Steps to Reproduce:

* Create a queue with queue ordering as lvq or lvq-no-browse
* Build and run attached producer for 1 minute
* Stop the producer for a minute to allow messages to expire
* Use qpid-tool to monitor the queue depth and wait for the message to be dequeued (usually takes about 10 minutes)
* Once message has expired, restart the producer
* Watch queue properties with qpid-tool

Actual Results:

The queue depth is always 0, but the byte depth is not. Occasionally, one will get the following error message from the producer:

Unexpected exception: Attempted size underflow on dequeue  

Expected Results:

The queue depth should not be 0 (at least till the time expired messages are purged). Also, when queue depth is 0, byte depth should be 0.

Additional Information:

The root cause seems to be that the lvq object in the Queue that holds mapping from key to messages (Queue::lvq) is not cleared when messages are expired (Queue::purgeExpired), which leads to incorrect accounting when the next message arrives in the queue with the same LVQ key as the message that expired."	1	Bug	broker, cpp, lvq, queue, ttl	3	Major	6	Closed
12459502	NUTCH	ab	Problems managing outlinks with large url length	"Nutch can get idle during the collection of outlinks if  the URL address of the outlink is too large.

The maximum sizes of an URL for the main web servers are:

    * Apache: 4,000 bytes
    * Microsoft Internet Information Server (IIS): 16, 384 bytes
    * Perl HTTP::Daemon: 8.000 bytes

URL adress sizes bigger than 4000 bytes are problematic, so the limit should be set in the nutch-default.xml configuration file.

I attached a patch"	1	Bug	nutch, outlink, parse, parseoutputformat	3	Major	6	Closed
12460085	TAP5	thiagohp	[GSoC] create nifty components (multiple students possible)	"Tapestry is lacking some nice-to-have components. We put together a list and students wanting to pursue this task should choose at least two of them for their assignment (the multi select and google maps component count as one). The following components are available:

- Google maps
- Chart (via JFreeChart, resembling JFreeCharts ChartPanel)
- JavaScript-only PDF viewer component
- multi select (TAP5-148)
- Components or mixins for Scriptaculous effects (show, hide, slide up, slide down etc).
- drag&drop Palette
- Components wrapping Scriptaculous's  Ajax.InPlaceEditor, Ajax.InPlaceCollectionEditor, Autocompleter.Local, and Slider.
- A SelectWithAutocomplete component that chooses an object, but uses autocompletion to find them (good for selects with lots of options).
- A ListReorder component using Scriptaculous drag and drop. "	3	Task	bulk-close-candidate	3	Major	6	Closed
12460088	TAP5	thiagohp	[GSoC] Create JasperReports integration		3	Task	gsoc, mentor	3	Major	5	Resolved
12460103	SOLR	hossman	JMX name collision when running multiple SOLR instances/webapps in the same ServletContainer	"http://www.mail-archive.com/solr-user@lucene.apache.org/msg33921.html

When i run multiple independent SOLR webapps both with JMX enabled there seems to be some sort of collision when registering Mbeans causing my application server to throw exceptions for each mbean it tries to register for all applications after the first.

This seems to be due to collision issue of sorts with both applications trying to register their mbeans under the name ""solr""

This patch fixes the issue by allowing the user to specify the name under which MBeans are registered in solrconfig.xml like so:
  <jmx rootName=""mySolr"" /> 

i went with rootName since in the code the variable is called jmxRootName.

Constantijn Visinescu"	1	Bug	jmx, resin	4	Minor	6	Closed
12460150	MAPREDUCE	jolly	Publish Javadoc for all contrib packages with user-facing APIs	Some packages don't appear in the Javadoc. E.g. MRUnit, Vertica.	4	Improvement	newbie	3	Major	6	Closed
12458994	ZOOKEEPER	abmargb	GSoC 2010: Failure Detector Model	"Failure Detector Module
Possible Mentor
Henry Robinson (henry at apache dot org)

Requirements
Java, some distributed systems knowledge, comfort implementing distributed systems protocols

Description
ZooKeeper servers detects the failure of other servers and clients by counting the number of 'ticks' for which it doesn't get a heartbeat from other machines. This is the 'timeout' method of failure detection and works very well; however it is possible that it is too aggressive and not easily tuned for some more unusual ZooKeeper installations (such as in a wide-area network, or even in a mobile ad-hoc network).

This project would abstract the notion of failure detection to a dedicated Java module, and implement several failure detectors to compare and contrast their appropriateness for ZooKeeper. For example, Apache Cassandra uses a phi-accrual failure detector (http://ddsg.jaist.ac.jp/pub/HDY+04.pdf) which is much more tunable and has some very interesting properties. This is a great project if you are interested in distributed algorithms, or want to help re-factor some of ZooKeeper's internal code."	5	Wish	gsoc, mentor	3	Major	1	Open
12458997	ZOOKEEPER	dorserg	GSoC 2010: Read-Only Mode	"Read-only mode
Possible Mentor
Henry Robinson (henry at apache dot org)

Requirements
Java and TCP/IP networking

Description
When a ZooKeeper server loses contact with over half of the other servers in an ensemble ('loses a quorum'), it stops responding to client requests because it cannot guarantee that writes will get processed correctly. For some applications, it would be beneficial if a server still responded to read requests when the quorum is lost, but caused an error condition when a write request was attempted.

This project would implement a 'read-only' mode for ZooKeeper servers (maybe only for Observers) that allowed read requests to be served as long as the client can contact a server.

This is a great project for getting really hands-on with the internals of ZooKeeper - you must be comfortable with Java and networking otherwise you'll have a hard time coming up to speed.
"	5	Wish	gsoc, mentor	3	Major	1	Open
12460173	QPID	shuston	WCF client samples can't resolve the DLLs when installed	"The WCF client samples refer to the assembly DLLs via relative path from within the build tree. This doesn't resolve correctly in a situation where the projects are installed. When installed, the assembly DLLs are located with the other Qpid DLLs in <root>\bin.

Solution is to add another HintPath ..\..\..\..\bin to the csproj files."	1	Bug	legacy-wcf-client	4	Minor	6	Closed
12460280	TAP5	ulrich.staerk	Page activation context lost when redirecting from HTTP to HTTPS due to the @Secure annotation	"When using @Secure on a page, if we get the page in http, we are redirected to the https page. But the context path is lost.

Example :

bouil@maggie:~/Documents/workspace/tapestry-secure-test$ curl -k -v http://localhost:8080/World
* About to connect() to localhost port 8080 (#0)
*   Trying ::1... connected
* Connected to localhost (::1) port 8080 (#0)
> GET /World HTTP/1.1
> User-Agent: curl/7.19.5 (i486-pc-linux-gnu) libcurl/7.19.5 OpenSSL/0.9.8g zlib/1.2.3.3 libidn/1.15
> Host: localhost:8080
> Accept: */*
> 
< HTTP/1.1 302 Found
< Location: https://localhost:8443/
< Content-Length: 0
< Server: Jetty(6.1.10)
< 
* Connection #0 to host localhost left intact
* Closing connection #0
bouil@maggie:~/Documents/workspace/tapestry-secure-test$ 

The Index.java page contains :

package org.bouil.tapestry.pages;

import org.apache.tapestry5.annotations.Property;
import org.apache.tapestry5.annotations.Secure;

@Secure
public class Index {

    @Property
    private String context;

    public void onActivate(String context) {
        this.context = context;
    }

    public String onPassivate() {
        return context;
    }
}"	1	Bug	ssl	3	Major	6	Closed
12459590	HIVE	jvs	joins between HBase tables and other tables (whether HBase or not) are broken	"Details in

http://mail-archives.apache.org/mod_mbox/hadoop-hive-user/201003.mbox/%3C9A53DDE1FE082F4D952FDF20AC87E21F021F3EBC@exchange2.t8design.com%3E
"	1	Bug	HiveHBase	3	Major	6	Closed
12459596	HBASE	nspiegelberg	Add Test in 0.20 to Check for proper HDFS-200 append/sync support	Add a quick test to TestHLog.java to verify that the user has the proper minimal patches for HDFS-200 append/sync support.	6	Test	moved_from_0_20_5	4	Minor	6	Closed
12459602	CASSANDRA	rodrigoap	Mixed use of Stage's name. Must use public static field.	"This line in StageManger is not using the public static field to reference the Stage's name:

        stages.put(RESPONSE_STAGE, multiThreadedStage(""RESPONSE-STAGE"", Runtime.getRuntime().availableProcessors()));

It should be:

        stages.put(RESPONSE_STAGE, multiThreadedStage(RESPONSE_STAGE, Runtime.getRuntime().availableProcessors()));
"	1	Bug	correctness	10003	Low	5	Resolved
12459614	MAHOUT	srowen	org.apache.mahout.cf.taste.hadoop.slopeone could have an off-line implementation	"slopeone arithmetic using hadoop is not complete .
can not use it do recommendation for dataset that has rating.

hope to complete it and gave  a full solution"	4	Improvement	hadoop, mahout, slopone	4	Minor	6	Closed
12459154	DERBY	knutanders	Timestamps inserted with GMT calendar are 1 hour later when subsequently read with GMT calendar (Server Mode Only).	"This issue only appears to happen in Network Server/Client mode.  Embedded mode does not have the issue.

My timezone is American/Chicago.  Saving timestamps with values for the 6 hours prior to DST start are being read back in as values 1 hour later than written.  (I believe the issue happens on the write because values written in Network Server/Client mode and read in Embedded mode are incorrect, while values written and read in Embedded mode are corect.)

Values between 3/13/2010 - 20:00 CST and 3/14/2010 - 02:00 CST will return timstamps 1 hour off.  The ""setTimestamp"" method is being passed a GMT calendar with the timestamp:

I have a complete test class I can attach, but here is a summary:

private final TimeZone gmtTZ = TimeZone.getTimeZone(""GMT"");
private final Calendar gmtCal = Calendar.getInstance(gmtTZ);
...
String sql = ""INSERT INTO app.dst_test (id, gmt_timestamp, milli_time) VALUES(?,?,?)"";
String sql2 = ""SELECT * from app.dst_test where id=?"";
...
ps.setTimestamp(2, ts, gmtCal);
...
Timestamp tsRead = rs.getTimestamp(""gmt_timestamp"", gmtCal);
...
"	1	Bug	derby_backport_reject_10_5, dst, gmt, settimestamp, timestamp	3	Major	6	Closed
12459719	APA	woon_san	Apa-RSS Include an option to disable html escape	"This issue is created to include support for full html support inside a RSS Feed. 

Now if a feed contains html markup it will be escaped and the html code will be shown instead of showing the correct markup."	4	Improvement	rss	3	Major	5	Resolved
12460289	TS	jasongiedymin	contrib update	Update to contrib script.	1	Bug	contrib, install, script	4	Minor	6	Closed
12460302	HARMONY	tellison	Implementation of getImageWriter, getImageReader	"I have implemented these methods
javax.imageio.ImageIO.getImageReader()
javax.imageio.ImageIO.getImageWriter()
javax.imageio.spi.ImageReaderSpi.getImageWriterSpiNames()

I only used the following Reader/Writer to test (Since they are the only available ones):
ImageIO.getImageWriter(new JPEGImageReader(new JPEGImageReaderSpi()));
ImageIO.getImageReader(new JPEGImageWriter(new JPEGImageWriterSpi()));
ImageIO.getImageWriter(new PNGImageReader(new PNGImageReaderSpi()));

Results:
org.apache.harmony.x.imageio.plugins.jpeg.JPEGImageWriter@4c4feb1
org.apache.harmony.x.imageio.plugins.jpeg.JPEGImageReader@4c50594
org.apache.harmony.x.imageio.plugins.png.PNGImageWriter@4c50e6e

These are the SUN's result:
com.sun.imageio.plugins.jpeg.JPEGImageWriter@b1c260
com.sun.imageio.plugins.jpeg.JPEGImageReader@100ab23
com.sun.imageio.plugins.png.PNGImageWriter@1bd0dd4"	7	Sub-task	imageio	3	Major	6	Closed
12460329	WW	lukaszlenart	Upgrade Velocity Engine to version 1.6.3	Upgrade Velocity Engine to latest available version 1.6.3	4	Improvement	upgrade, velocity	3	Major	6	Closed
12460359	MAHOUT	srowen	org.apache.mahout.math.IndexException: index(-521252222) is out of bounds of (0, 2147483647)	"when run job org.apache.mahout.cf.taste.hadoop.item.RecommenderJob
get following error:

10/03/26 09:11:05 INFO mapred.JobClient: Task Id : attempt_201003221228_0170_r_000000_0, Status : FAILED
org.apache.mahout.math.IndexException: index(-521252222) is out of bounds of (0, 2147483647)
        at org.apache.mahout.math.AbstractVector.set(AbstractVector.java:353)
        at org.apache.mahout.cf.taste.hadoop.item.ToUserVectorReducer.reduce(ToUserVectorReducer.java:75)
        at org.apache.mahout.cf.taste.hadoop.item.ToUserVectorReducer.reduce(ToUserVectorReducer.java:58)
        at org.apache.hadoop.mapred.ReduceTask.runOldReducer(ReduceTask.java:463)
        at org.apache.hadoop.mapred.ReduceTask.run(ReduceTask.java:411)
        at org.apache.hadoop.mapred.Child.main(Child.java:170)
"	1	Bug	item, mahout	2	Critical	6	Closed
12459166	ODE	rrusin	Implement OSGi packaging for ODE	Implement OSGi packaging for ODE. Make sure ODE is consumable as a set of bundles.	2	New Feature	gsoc, mentor	3	Major	5	Resolved
12459199	HBASE	misty	Make important configurations more obvious to new users	"Over the last 2 weeks, I encountered many situations where people didn't set file descriptors and xcievers higher and that was causing a ton of problems that are hard to debug if you're not used to them. To improve that we should:

 - Refuse to start HBase if ulimit -n returns some small number smaller than 2048, or at least print out in big red blinking letters that the current configuration is bad and then link to a simple troubleshooting entry on the wiki.
 - Write a clearer Getting Started document where we don't give as much explanations but add more stuff like ""this is what your hbase-site.xml/hdfs-site/xml should look like now"" and give a complete file example. At this point we don't even give a number for xcievers and we expect new users to come up with one.

Any other low hanging fruit others can think of?"	4	Improvement	moved_from_0_20_5	3	Major	6	Closed
12459235	AVRO	dcreager	CMake: Document usage of the CMake build system	"We need to document how to use the CMake-based build system, including some typical things like debug vs release vs release-with-debug-info builds.
"	7	Sub-task	cmake	3	Major	6	Closed
12459238	AVRO	dcreager	CMake: Support building documentation	"We need to either support asciidoc with a build target or we need to switch to Doxygen and support it.
"	7	Sub-task	cmake	3	Major	6	Closed
12459241	AVRO	dcreager	CMake: Look at running the JSON / Jansson tests	"We could run the Jansson tests for the JSON code ...
"	7	Sub-task	cmake	3	Major	6	Closed
12459247	VYSPER	niklas	GSoC: Implement WebSockets/BOSH for XMPP AJAX clients 	"Apache Vysper is a modular, Java based XMPP/Jabber server. This project aims at developing a Vysper extension that enables AJAX clients to be a XMPP client, for example making it simple to expose IM/chat functionality in web apps. 

BOSH (XEP-124, XEP-206) defines a protocol where XMPP/Jabber can be used by AJAX clients. Also, with the development of WebSockets within the HTML5 work, WebSockets could be used as a way for browsers to communicate with Apache Vysper. This project could use either (or both) these protocols."	3	Task	gsoc, gsoc2010, mentor	3	Major	1	Open
